Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S68327530,American Goldfinch,Spinus tristis,31382,1,CA-ON,Ottawa,L8184252,Ottawa--Rideau River Eastern Pathway north of Hurdman Bridge,45.4191765,-75.6632889,2020-05-03,1:24 PM,eBird - Traveling Count,16,1,1.219,,1,,,,
S68327530,Song Sparrow,Melospiza melodia,32018,1,CA-ON,Ottawa,L8184252,Ottawa--Rideau River Eastern Pathway north of Hurdman Bridge,45.4191765,-75.6632889,2020-05-03,1:24 PM,eBird - Traveling Count,16,1,1.219,,1,,,,
S68327530,Red-winged Blackbird,Agelaius phoeniceus,32501,3,CA-ON,Ottawa,L8184252,Ottawa--Rideau River Eastern Pathway north of Hurdman Bridge,45.4191765,-75.6632889,2020-05-03,1:24 PM,eBird - Traveling Count,16,1,1.219,,1,,,,
S68327530,Northern Cardinal,Cardinalis cardinalis,33194,2,CA-ON,Ottawa,L8184252,Ottawa--Rideau River Eastern Pathway north of Hurdman Bridge,45.4191765,-75.6632889,2020-05-03,1:24 PM,eBird - Traveling Count,16,1,1.219,,1,,,,
S68884618,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-11,4:38 PM,eBird - Stationary Count,14,1,,,1,,,As seen from balcony overlooking park,
S68884618,Ring-billed Gull,Larus delawarensis,6263,2,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-11,4:38 PM,eBird - Stationary Count,14,1,,,1,,,As seen from balcony overlooking park,
S68884618,European Starling,Sturnus vulgaris,26739,2,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-11,4:38 PM,eBird - Stationary Count,14,1,,,1,,,As seen from balcony overlooking park,
S68884618,American Robin,Turdus migratorius,27462,2,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-11,4:38 PM,eBird - Stationary Count,14,1,,,1,,,As seen from balcony overlooking park,
S68884618,House Sparrow,Passer domesticus,30329,13,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-11,4:38 PM,eBird - Stationary Count,14,1,,,1,,,As seen from balcony overlooking park,
S68884618,Northern Cardinal,Cardinalis cardinalis,33194,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-11,4:38 PM,eBird - Stationary Count,14,1,,,1,,,As seen from balcony overlooking park,
S69058438,Canada Goose,Branta canadensis,297,2,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-14,7:44 PM,eBird - Traveling Count,30,1,3,,1,,,,
S69058438,Mallard,Anas platyrhynchos,471,4,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-14,7:44 PM,eBird - Traveling Count,30,1,3,,1,,,,
S69058438,American Robin,Turdus migratorius,27462,1,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-14,7:44 PM,eBird - Traveling Count,30,1,3,,1,,,,
S69058438,Yellow-rumped Warbler,Setophaga coronata,32858,3,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-14,7:44 PM,eBird - Traveling Count,30,1,3,,1,,,,
S69157332,Canada Goose,Branta canadensis,297,4,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Mallard,Anas platyrhynchos,471,1,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69179021,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,2,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-16,7:09 PM,eBird - Stationary Count,45,1,,,1,,,,
S69179021,Ring-billed Gull,Larus delawarensis,6263,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-16,7:09 PM,eBird - Stationary Count,45,1,,,1,,,,
S69157332,Ring-billed Gull,Larus delawarensis,6263,X,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Double-crested Cormorant,Phalacrocorax auritus,6999,6,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Great Blue Heron,Ardea herodias,7092,2,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69179021,Downy Woodpecker,Dryobates pubescens,10805,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-16,7:09 PM,eBird - Stationary Count,45,1,,,1,,,,
S69157332,Eastern Phoebe,Sayornis phoebe,16233,1,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Eastern Kingbird,Tyrannus tyrannus,16691,2,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Warbling Vireo,Vireo gilvus,18396,2,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Tree Swallow,Tachycineta bicolor,23074,4,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69179021,European Starling,Sturnus vulgaris,26739,2,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-16,7:09 PM,eBird - Stationary Count,45,1,,,1,,,,
S69157332,European Starling,Sturnus vulgaris,26739,X,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69179021,American Robin,Turdus migratorius,27462,2,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-16,7:09 PM,eBird - Stationary Count,45,1,,,1,,,,
S69157332,American Robin,Turdus migratorius,27462,X,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69179021,House Sparrow,Passer domesticus,30329,X,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-16,7:09 PM,eBird - Stationary Count,45,1,,,1,,,,
S69157332,American Goldfinch,Spinus tristis,31382,7,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Chipping Sparrow,Spizella passerina,31733,2,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Red-winged Blackbird,Agelaius phoeniceus,32501,8,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Brown-headed Cowbird,Molothrus ater,32557,2,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Common Grackle,Quiscalus quiscula,32577,2,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Nashville Warbler,Leiothlypis ruficapilla,32701,2,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Common Yellowthroat,Geothlypis trichas,32744,4,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Palm Warbler,Setophaga palmarum,32848,1,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Yellow-rumped Warbler,Setophaga coronata,32858,12,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69157332,Northern Cardinal,Cardinalis cardinalis,33194,2,CA-ON,Ottawa,L1781527,Ottawa--Dow's Lake,45.3938583,-75.7013322,2020-05-16,12:46 PM,eBird - Traveling Count,100,1,1.599,,2,,,,
S69233911,Mallard,Anas platyrhynchos,471,X,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-17,12:20 PM,eBird - Stationary Count,120,1,,,1,,,,
S69233911,Black-capped Chickadee,Poecile atricapillus,21132,1,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-17,12:20 PM,eBird - Stationary Count,120,1,,,1,,,,
S69233911,White-breasted Nuthatch,Sitta carolinensis,25873,2,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-17,12:20 PM,eBird - Stationary Count,120,1,,,1,,,,
S69233911,Common Grackle,Quiscalus quiscula,32577,X,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-17,12:20 PM,eBird - Stationary Count,120,1,,,1,,,,
S69233911,Yellow-rumped Warbler,Setophaga coronata,32858,5,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-17,12:20 PM,eBird - Stationary Count,120,1,,,1,,,,
S69265630,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,2,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-18,10:50 AM,eBird - Stationary Count,23,1,,,1,,,,
S69265630,Ring-billed Gull,Larus delawarensis,6263,4,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-18,10:50 AM,eBird - Stationary Count,23,1,,,1,,,,
S69265630,House Sparrow,Passer domesticus,30329,X,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-18,10:50 AM,eBird - Stationary Count,23,1,,,1,,,,
S69265630,Northern Cardinal,Cardinalis cardinalis,33194,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-18,10:50 AM,eBird - Stationary Count,23,1,,,1,,,,
S69521871,Canada Goose,Branta canadensis,297,15,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,Canada Goose,Branta canadensis,297,9,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521871,Mallard,Anas platyrhynchos,471,42,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,Mallard,Anas platyrhynchos,471,3,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521871,Ring-billed Gull,Larus delawarensis,6263,X,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,Ring-billed Gull,Larus delawarensis,6263,2,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521871,Double-crested Cormorant,Phalacrocorax auritus,6999,5,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69513428,Turkey Vulture,Cathartes aura,7338,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69521007,Downy Woodpecker,Dryobates pubescens,10805,1,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69530192,Merlin,Falco columbarius,11441,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-23,5:54 PM,eBird - Stationary Count,5,1,,,1,,Eating a baby bird being chased by Robins,,
S69513428,Warbling Vireo,Vireo gilvus,18396,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69521007,Warbling Vireo,Vireo gilvus,18396,2,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521007,Red-eyed Vireo,Vireo olivaceus,18416,1,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521007,American Crow,Corvus brachyrhynchos,20638,1,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69513428,Common Raven,Corvus corax,20703,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69513428,Black-capped Chickadee,Poecile atricapillus,21132,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69521871,Tree Swallow,Tachycineta bicolor,23074,4,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,Tree Swallow,Tachycineta bicolor,23074,X,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521871,Barn Swallow,Hirundo rustica,23153,11,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,Barn Swallow,Hirundo rustica,23153,1,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521007,White-breasted Nuthatch,Sitta carolinensis,25873,1,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69530192,European Starling,Sturnus vulgaris,26739,3,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-23,5:54 PM,eBird - Stationary Count,5,1,,,1,,,,
S69521871,European Starling,Sturnus vulgaris,26739,4,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,European Starling,Sturnus vulgaris,26739,4,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69530192,American Robin,Turdus migratorius,27462,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-23,5:54 PM,eBird - Stationary Count,5,1,,,1,,,,
S69521871,American Robin,Turdus migratorius,27462,1,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,American Robin,Turdus migratorius,27462,6,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69513428,Cedar Waxwing,Bombycilla cedrorum,28730,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69513428,American Goldfinch,Spinus tristis,31382,2,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69521007,American Goldfinch,Spinus tristis,31382,15,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521007,Chipping Sparrow,Spizella passerina,31733,2,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69513428,Song Sparrow,Melospiza melodia,32018,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69521007,Song Sparrow,Melospiza melodia,32018,4,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521871,Red-winged Blackbird,Agelaius phoeniceus,32501,4,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,Red-winged Blackbird,Agelaius phoeniceus,32501,7,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521871,Common Grackle,Quiscalus quiscula,32577,2,CA-ON,Ottawa,L1924584,Ottawa--Billings Bridge,45.3892075,-75.6778702,2020-05-23,3:02 PM,eBird - Traveling Count,14,1,0.56,,1,,,,
S69521007,Common Grackle,Quiscalus quiscula,32577,10,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69521007,American Redstart,Setophaga ruticilla,32773,4,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69513428,Yellow Warbler,Setophaga petechia,32798,3,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69521007,Yellow Warbler,Setophaga petechia,32798,12,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69513428,Yellow-rumped Warbler,Setophaga coronata,32858,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69513428,Northern Cardinal,Cardinalis cardinalis,33194,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-23,12:38 PM,eBird - Stationary Count,19,1,,,1,,,,
S69521007,Northern Cardinal,Cardinalis cardinalis,33194,2,CA-ON,Ottawa,L1126342,Ottawa--Hurdman Wood,45.4098395,-75.6703949,2020-05-23,12:59 PM,eBird - Traveling Count,121,1,3.676,,1,,,,
S69621412,Baltimore Oriole,Icterus galbula,32492,1,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-25,12:15 PM,eBird - Casual Observation,,0,,,1,,,,
S69621412,Red-winged Blackbird,Agelaius phoeniceus,32501,2,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-25,12:15 PM,eBird - Casual Observation,,0,,,1,,,,
S69621412,Common Grackle,Quiscalus quiscula,32577,1,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-25,12:15 PM,eBird - Casual Observation,,0,,,1,,,,
S69621412,Yellow Warbler,Setophaga petechia,32798,1,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-25,12:15 PM,eBird - Casual Observation,,0,,,1,,,,
S69621412,Northern Cardinal,Cardinalis cardinalis,33194,1,CA-ON,Ottawa,L1827821,Ottawa--Strathcona Park,45.4258847,-75.6706332,2020-05-25,12:15 PM,eBird - Casual Observation,,0,,,1,,,,
S69669391,Merlin,Falco columbarius,11441,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-26,11:54 AM,eBird - Stationary Count,5,1,,,1,,,,
S69669391,European Starling,Sturnus vulgaris,26739,2,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-26,11:54 AM,eBird - Stationary Count,5,1,,,1,,,,
S69669391,House Sparrow,Passer domesticus,30329,X,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-05-26,11:54 AM,eBird - Stationary Count,5,1,,,1,,,,
S69770319,Ring-billed Gull,Larus delawarensis,6263,1,CA-ON,Ottawa,L7250590,Ottawa--Corktown Footbridge,45.420579,-75.6845489,2020-05-28,7:38 PM,eBird - Casual Observation,,0,,,2,,,,
S69770319,European Starling,Sturnus vulgaris,26739,1,CA-ON,Ottawa,L7250590,Ottawa--Corktown Footbridge,45.420579,-75.6845489,2020-05-28,7:38 PM,eBird - Casual Observation,,0,,,2,,,,
S69770319,Gray Catbird,Dumetella carolinensis,26912,1,CA-ON,Ottawa,L7250590,Ottawa--Corktown Footbridge,45.420579,-75.6845489,2020-05-28,7:38 PM,eBird - Casual Observation,,0,,,2,,,,
S69846056,Ring-billed Gull,Larus delawarensis,6263,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-30,12:13 PM,eBird - Traveling Count,27,1,1.01,,1,,,,
S69846056,Turkey Vulture,Cathartes aura,7338,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-30,12:13 PM,eBird - Traveling Count,27,1,1.01,,1,,,,
S69846056,Chipping Sparrow,Spizella passerina,31733,2,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-30,12:13 PM,eBird - Traveling Count,27,1,1.01,,1,,,,
S69846056,Baltimore Oriole,Icterus galbula,32492,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-30,12:13 PM,eBird - Traveling Count,27,1,1.01,,1,,,,
S69846056,Yellow Warbler,Setophaga petechia,32798,5,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-05-30,12:13 PM,eBird - Traveling Count,27,1,1.01,,1,,,,
S70122175,Mallard,Anas platyrhynchos,471,2,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-06-06,12:24 PM,eBird - Traveling Count,34,1,1.098,,2,,,,
S70122175,Double-crested Cormorant,Phalacrocorax auritus,6999,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-06-06,12:24 PM,eBird - Traveling Count,34,1,1.098,,2,,,,
S70122175,Cedar Waxwing,Bombycilla cedrorum,28730,2,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-06-06,12:24 PM,eBird - Traveling Count,34,1,1.098,,2,,,,
S70122175,American Goldfinch,Spinus tristis,31382,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-06-06,12:24 PM,eBird - Traveling Count,34,1,1.098,,2,,,,
S70122175,Song Sparrow,Melospiza melodia,32018,2,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-06-06,12:24 PM,eBird - Traveling Count,34,1,1.098,,2,,,,
S70122175,Common Grackle,Quiscalus quiscula,32577,1,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-06-06,12:24 PM,eBird - Traveling Count,34,1,1.098,,2,,,,
S70122175,Yellow Warbler,Setophaga petechia,32798,2,CA-ON,Ottawa,L1923026,Ottawa--Hurdman Bridge,45.4163528,-75.6628445,2020-06-06,12:24 PM,eBird - Traveling Count,34,1,1.098,,2,,,,
S70327097,Chimney Swift,Chaetura pelagica,3755,8,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-06-11,8:11 PM,eBird - Stationary Count,7,1,,,1,,,,
S70327097,Ring-billed Gull,Larus delawarensis,6263,1,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-06-11,8:11 PM,eBird - Stationary Count,7,1,,,1,,,,
S70327097,American Crow,Corvus brachyrhynchos,20638,3,CA-ON,Ottawa,L11121805,Minto Park,45.4169578,-75.6874517,2020-06-11,8:11 PM,eBird - Stationary Count,7,1,,,1,,,,
S70384838,Osprey,Pandion haliaetus,7351,1,CA-ON,Durham,L11684815,"Emerson Lane, Scugog CA-ON 44.16709, -78.80488",44.167087,-78.804876,2020-06-13,12:21 PM,eBird - Casual Observation,,0,,,1,,,,
S70384838,Eastern Phoebe,Sayornis phoebe,16233,1,CA-ON,Durham,L11684815,"Emerson Lane, Scugog CA-ON 44.16709, -78.80488",44.167087,-78.804876,2020-06-13,12:21 PM,eBird - Casual Observation,,0,,,1,,,,
S70384838,Red-eyed Vireo,Vireo olivaceus,18416,1,CA-ON,Durham,L11684815,"Emerson Lane, Scugog CA-ON 44.16709, -78.80488",44.167087,-78.804876,2020-06-13,12:21 PM,eBird - Casual Observation,,0,,,1,,,,
S70384838,American Crow,Corvus brachyrhynchos,20638,3,CA-ON,Durham,L11684815,"Emerson Lane, Scugog CA-ON 44.16709, -78.80488",44.167087,-78.804876,2020-06-13,12:21 PM,eBird - Casual Observation,,0,,,1,,,,
S70384838,Song Sparrow,Melospiza melodia,32018,2,CA-ON,Durham,L11684815,"Emerson Lane, Scugog CA-ON 44.16709, -78.80488",44.167087,-78.804876,2020-06-13,12:21 PM,eBird - Casual Observation,,0,,,1,,,,
