"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-11","2016","01","11","","-5.5","","-15.6","","-10.6","","28.6","","0.0","","0.0","","0.0","T","0.0","T","8","","26","","69",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-12","2016","01","12","","-3.3","","-15.3","","-9.3","","27.3","","0.0","","0.0","","8.2","","4.4","","8","","21","","57",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-13","2016","01","13","","-8.1","","-18.3","","-13.2","","31.2","","0.0","","0.0","","0.0","T","0.0","T","11","","27","","59",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-14","2016","01","14","","-6.0","","-15.8","","-10.9","","28.9","","0.0","","0.0","","2.8","","1.2","","13","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-15","2016","01","15","","-8.0","","-14.1","","-11.1","","29.1","","0.0","","0.0","","0.0","","0.0","","12","","7","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-16","2016","01","16","","-3.0","","-10.2","","-6.6","","24.6","","0.0","","0.0","","5.0","","3.2","","12","","28","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-17","2016","01","17","","-6.6","","-17.8","","-12.2","","30.2","","0.0","","","M","6.4","","2.8","","17","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-18","2016","01","18","","-6.9","","-17.3","","-12.1","","30.1","","0.0","","0.0","","3.0","","1.4","","24","","29","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-19","2016","01","19","","-10.2","","-18.0","","-14.1","","32.1","","0.0","","0.0","","0.2","","0.0","T","24","","28","","56",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-20","2016","01","20","","-5.6","","-13.4","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","24","","31","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-21","2016","01","21","","-7.5","","-17.0","","-12.3","","30.3","","0.0","","0.0","","0.0","T","0.0","T","24","","30","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-22","2016","01","22","","-5.2","","-12.6","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","24","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-23","2016","01","23","","-7.9","","-16.6","","-12.3","","30.3","","0.0","","0.0","","0.0","","0.0","","23","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-24","2016","01","24","","-6.1","","-18.0","","-12.1","","30.1","","0.0","","0.0","","1.6","","0.8","","22","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-25","2016","01","25","","-0.5","","-7.8","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","20","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-26","2016","01","26","","5.0","","-6.3","","-0.7","","18.7","","0.0","","1.2","","1.8","","2.6","","18","","25","","59",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-27","2016","01","27","","-0.9","","-11.3","","-6.1","","24.1","","0.0","","0.0","","0.0","T","0.0","T","11","","32","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-28","2016","01","28","","0.5","","-7.1","","-3.3","","21.3","","0.0","","","M","0.9","","0.2","","11","","18","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-29","2016","01","29","","0.3","","-12.4","","-6.1","","24.1","","0.0","","0.0","","2.2","","1.2","","10","","29","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-30","2016","01","30","","-5.1","","-11.8","","-8.5","","26.5","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-01-31","2016","01","31","","5.8","","-5.2","","0.3","","17.7","","0.0","","3.6","","0.0","","3.6","","12","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-01","2016","02","01","","7.0","","-1.9","","2.6","","15.4","","0.0","","0.6","","0.0","","0.6","","8","","26","","61",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-02","2016","02","02","","-1.5","","-8.3","","-4.9","","22.9","","0.0","","0.0","","0.2","","0.0","T","3","","6","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-03","2016","02","03","","7.9","","-5.2","","1.4","","16.6","","0.0","","7.4","","1.6","","9.4","","2","","10","","56",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-04","2016","02","04","","3.7","","-5.0","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","2","","27","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-05","2016","02","05","","-2.5","","-8.7","","-5.6","","23.6","","0.0","","0.0","","0.0","T","0.0","T","2","","28","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-06","2016","02","06","","2.0","","-4.7","","-1.4","","19.4","","0.0","","0.0","","0.4","","0.2","","2","","22","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-07","2016","02","07","","0.4","","-9.2","","-4.4","","22.4","","0.0","","0.0","","0.0","T","0.0","T","2","","10","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-08","2016","02","08","","-5.8","","-8.9","","-7.4","","25.4","","0.0","","0.0","","0.0","T","0.0","T","2","","6","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-09","2016","02","09","","-5.7","","-9.1","","-7.4","","25.4","","0.0","","","M","4.6","","2.0","","4","","6","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-10","2016","02","10","","-4.1","","-12.9","","-8.5","","26.5","","0.0","","0.0","","2.6","","2.0","","4","","27","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-11","2016","02","11","","-12.8","","-21.6","","-17.2","","35.2","","0.0","","0.0","","1.2","","0.6","","5","","26","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-12","2016","02","12","","-4.2","","-23.0","","-13.6","","31.6","","0.0","","0.0","","3.0","","1.2","","5","","33","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-13","2016","02","13","","-17.1","","-28.9","","-23.0","","41.0","","0.0","","0.0","","0.0","","0.0","","8","","31","","54",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-14","2016","02","14","","-18.4","","-29.6","","-24.0","","42.0","","0.0","","0.0","","0.0","","0.0","","8","","26","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-15","2016","02","15","","-9.4","","-26.3","","-17.9","","35.9","","0.0","","0.0","","0.0","T","0.0","T","8","","9","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-16","2016","02","16","","-3.9","","-10.4","","-7.2","","25.2","","0.0","","0.0","","51.2","","33.8","","10","","29","","57",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-17","2016","02","17","","0.3","","-14.6","","-7.2","","25.2","","0.0","","0.0","","3.0","","2.2","","50","","29","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-18","2016","02","18","","-8.6","","-20.5","","-14.6","","32.6","","0.0","","0.0","","0.0","","0.0","","52","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-19","2016","02","19","","0.5","","-22.4","","-11.0","","29.0","","0.0","","0.0","","3.0","","2.6","","51","","6","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-20","2016","02","20","","4.8","","-0.5","","2.2","","15.8","","0.0","","4.4","","4.0","","6.2","","56","","22","","54",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-21","2016","02","21","","1.8","","-10.5","","-4.4","","22.4","","0.0","","0.0","","1.2","","0.8","","45","","31","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-22","2016","02","22","","-8.3","","-16.7","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","43","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-23","2016","02","23","","-6.4","","-18.0","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","42","","6","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-24","2016","02","24","","0.3","","-6.5","","-3.1","","21.1","","0.0","","13.2","","11.0","","21.4","","43","","6","","76",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-25","2016","02","25","","1.2","","-9.3","","-4.1","","22.1","","0.0","","2.4","","1.0","","3.6","","44","","31","","65",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-26","2016","02","26","","-9.2","","-15.0","","-12.1","","30.1","","0.0","","0.0","","0.0","","0.0","","38","","31","","61",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-27","2016","02","27","","2.3","","-15.2","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","38","","21","","67",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-28","2016","02","28","","2.2","","-8.7","","-3.3","","21.3","","0.0","","0.0","","2.8","","1.8","","37","","7","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-02-29","2016","02","29","","1.0","","-13.6","","-6.3","","24.3","","0.0","","2.6","","0.6","","3.8","","39","","29","","82",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-01","2016","03","01","","-10.3","","-18.3","","-14.3","","32.3","","0.0","","0.0","","3.0","","1.6","","38","","6","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-02","2016","03","02","","-7.8","","-15.9","","-11.9","","29.9","","0.0","","0.0","","7.4","","5.6","","46","","28","","54",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-03","2016","03","03","","-11.2","","-22.6","","-16.9","","34.9","","0.0","","0.0","","0.0","","0.0","","45","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-04","2016","03","04","","-4.0","","-21.3","","-12.7","","30.7","","0.0","","0.0","","0.0","","0.0","","45","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-05","2016","03","05","","-0.7","","-17.5","","-9.1","","27.1","","0.0","","0.0","","0.0","","0.0","","43","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-06","2016","03","06","","2.9","","-11.7","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","41","","19","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-07","2016","03","07","","5.1","","-2.2","","1.5","","16.5","","0.0","","0.0","","1.4","","0.6","","37","","21","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-08","2016","03","08","","5.5","","1.1","","3.3","","14.7","","0.0","","0.6","","0.0","","0.6","","33","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-09","2016","03","09","","11.5","","0.8","","6.2","","11.8","","0.0","","1.4","","0.0","","1.4","","28","","22","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-10","2016","03","10","","7.7","","0.7","","4.2","","13.8","","0.0","","0.6","","0.0","","0.6","","18","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-11","2016","03","11","","3.4","","-2.6","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","14","","32","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-12","2016","03","12","","10.3","","-2.9","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","11","","21","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-13","2016","03","13","","8.4","","-0.1","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","8","","6","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-14","2016","03","14","","2.1","","-0.5","","0.8","","17.2","","0.0","","5.4","","0.0","","5.4","","4","","9","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-15","2016","03","15","","4.0","","1.4","","2.7","","15.3","","0.0","","4.2","","0.0","","4.2","","2","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-16","2016","03","16","","8.1","","2.5","","5.3","","12.7","","0.0","","9.0","","0.0","","9.0","","0","","8","","50",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-17","2016","03","17","","10.6","","1.4","","6.0","","12.0","","0.0","","2.2","","0.0","","2.2","","0","","29","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-18","2016","03","18","","2.2","","-5.9","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","0","","34","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-19","2016","03","19","","0.3","","-10.1","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","0","","32","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-20","2016","03","20","","2.2","","-10.5","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-21","2016","03","21","","5.5","","-9.3","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","0","","30","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-22","2016","03","22","","5.6","","-8.7","","-1.6","","19.6","","0.0","","0.0","","2.6","","2.6","","0","","26","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-23","2016","03","23","","3.5","","-2.4","","0.6","","17.4","","0.0","","0.0","","2.4","","1.0","","2","","34","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-24","2016","03","24","","-2.0","","-7.2","","-4.6","","22.6","","0.0","","1.4","","4.0","","5.4","","0","","5","","63",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-25","2016","03","25","","-0.7","","-7.0","","-3.9","","21.9","","0.0","","1.2","","0.2","","1.4","","2","","29","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-26","2016","03","26","","5.4","","-8.8","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-27","2016","03","27","","13.1","","-4.7","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-28","2016","03","28","","5.8","","1.2","","3.5","","14.5","","0.0","","19.6","","0.0","","19.6","","","","31","","63",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-29","2016","03","29","","6.5","","-3.1","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","","","33","","59",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-30","2016","03","30","","11.4","","-5.2","","3.1","","14.9","","0.0","","1.2","","0.0","","1.2","","","","18","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-03-31","2016","03","31","","14.0","","4.4","","9.2","","8.8","","0.0","","17.4","","0.0","","17.4","","","","21","","63",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-01","2016","04","01","","13.9","","1.4","","7.7","","10.3","","0.0","","0.0","T","0.0","","0.0","T","","","23","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-02","2016","04","02","","6.8","","-4.8","","1.0","","17.0","","0.0","","0.8","","0.0","","0.8","","","","27","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-03","2016","04","03","","-4.6","","-10.0","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","","","27","","63",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-04","2016","04","04","","-1.4","","-9.1","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","","","36","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-05","2016","04","05","","-0.1","","-11.1","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","","","32","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-06","2016","04","06","","1.4","","-5.6","","-2.1","","20.1","","0.0","","0.0","","14.2","","17.6","","0","T","7","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-07","2016","04","07","","8.2","","-0.1","","4.1","","13.9","","0.0","","4.2","","0.0","T","4.2","","10","","7","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-08","2016","04","08","","2.3","","-6.1","","-1.9","","19.9","","0.0","","0.0","","0.4","","0.2","","2","","28","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-09","2016","04","09","","0.1","","-8.8","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","2","","34","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-10","2016","04","10","","3.1","","-10.2","","-3.6","","21.6","","0.0","","0.0","","1.0","","0.6","","2","","21","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-11","2016","04","11","","8.0","","-2.2","","2.9","","15.1","","0.0","","5.6","","4.6","","11.0","","3","","29","","56",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-12","2016","04","12","","6.5","","-3.0","","1.8","","16.2","","0.0","","0.0","T","0.0","","0.0","T","0","T","30","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-13","2016","04","13","","7.0","","-5.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-14","2016","04","14","","10.9","","-4.5","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-15","2016","04","15","","14.6","","-2.1","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","10","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-16","2016","04","16","","16.9","","1.7","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","10","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-17","2016","04","17","","23.1","","2.3","","12.7","","5.3","","0.0","","0.0","","0.0","","0.0","","","","28","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-18","2016","04","18","","15.1","","4.5","","9.8","","8.2","","0.0","","4.6","","0.0","","4.6","","","","3","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-19","2016","04","19","","14.8","","1.3","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","","","29","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-20","2016","04","20","","15.8","","0.8","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-21","2016","04","21","","22.8","","-0.6","","11.1","","6.9","","0.0","","0.0","T","0.0","","0.0","T","","","21","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-22","2016","04","22","","14.9","","4.5","","9.7","","8.3","","0.0","","4.8","","0.0","","4.8","","","","33","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-23","2016","04","23","","11.0","","0.2","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","34","","44",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-24","2016","04","24","","12.4","","-2.4","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","1","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-25","2016","04","25","","9.0","","-0.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-26","2016","04","26","","11.0","","0.3","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","6","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-27","2016","04","27","","8.8","","-3.7","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","","","26","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-28","2016","04","28","","9.8","","-3.3","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","36","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-29","2016","04","29","","12.9","","-3.1","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","3","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-04-30","2016","04","30","","16.3","","-0.4","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-01","2016","05","01","","9.7","","5.8","","7.8","","10.2","","0.0","","6.4","","0.0","","6.4","","","","4","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-02","2016","05","02","","9.3","","2.4","","5.9","","12.1","","0.0","","0.4","","0.0","","0.4","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-03","2016","05","03","","16.3","","-0.9","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","","","13","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-04","2016","05","04","","15.1","","3.3","","9.2","","8.8","","0.0","","0.2","","0.0","","0.2","","","","5","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-05","2016","05","05","","19.6","","7.8","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","9","","43",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-06","2016","05","06","","21.9","","6.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","7","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-07","2016","05","07","","20.7","","10.1","","15.4","","2.6","","0.0","","1.4","","0.0","","1.4","","","","23","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-08","2016","05","08","","10.9","","1.5","","6.2","","11.8","","0.0","","10.2","","0.0","","10.2","","","","32","","56",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-09","2016","05","09","","12.7","","-1.9","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","","","29","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-10","2016","05","10","","19.0","","-0.4","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","28","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-11","2016","05","11","","22.5","","4.0","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-12","2016","05","12","","26.9","","7.4","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","15","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-13","2016","05","13","","23.4","","10.3","","16.9","","1.1","","0.0","","5.6","","0.0","","5.6","","","","25","","50",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-14","2016","05","14","","18.1","","5.6","","11.9","","6.1","","0.0","","2.0","","0.0","","2.0","","","","26","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-15","2016","05","15","","9.7","","3.6","","6.7","","11.3","","0.0","","0.0","T","0.0","","0.0","T","","","28","","63",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-16","2016","05","16","","12.8","","2.1","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","28","","57",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-17","2016","05","17","","15.6","","-0.4","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","32","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-18","2016","05","18","","17.4","","5.2","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-19","2016","05","19","","20.1","","7.8","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","33","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-20","2016","05","20","","24.6","","5.4","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","24","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-21","2016","05","21","","25.5","","8.8","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-22","2016","05","22","","26.0","","10.9","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","33","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-23","2016","05","23","","26.9","","11.1","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-24","2016","05","24","","29.6","","9.9","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","","","31","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2016-05-25","2016","05","25","","26.7","","12.6","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","31","","43",""
